,ticker,company_name,marketcap_display,sell_side_rating,quant_rating,authors_rating,eps_revisions_category,growth_category,momentum_category,profitability_category,value_category,dividend_yield,is_top_tated
2190,NVEI,Nuvei Corporation,4505670700,3.16667,3.035195936,4,9,6,1,5,13,0.9319664,FALSE
2191,UGRO,"urban-gro, Inc.",22912896,4.5,3.041001451,,7,7,5,12,3,,FALSE
2192,PHVS,Pharvaris N.V.,1322276480,4.16667,3.040275762,,10,3,3,7,8,,FALSE
2193,VRNOF,Verano Holdings Corp.,1765453700,4.75,3.039187228,3,11,7,3,2,6,,FALSE
2194,HAYW,"Hayward Holdings, Inc.",2902965500,3.5,3.010885341,4,6,9,6,6,10,,FALSE
2195,RXRX,"Recursion Pharmaceuticals, Inc.",1984777860,3.42857,3.027939042,3,4,10,5,7,10,,FALSE
2196,GHRS,GH Research PLC,621736320,4.6,3.033744557,,10,4,3,5,7,,FALSE
2197,OMGA,"Omega Therapeutics, Inc.",136784368,4.66667,3.034107402,4,1,4,9,8,9,,FALSE
2198,STER,Sterling Check Corp.,1483118720,3.22222,3.033018868,4,9,11,4,7,7,,FALSE
2199,HHS,"Harte Hanks, Inc.",51155644,5,3.010522496,,6,9,5,7,3,,FALSE
2200,EIX,Edison International,27420002300,3.94444,2.986937591,3,11,9,4,4,7,4.2578564,FALSE
2201,ERIC,Telefonaktiebolaget LM Ericsson (publ),17166603300,2.85714,2.977503628,3,11,10,7,6,3,4.915925,FALSE
2202,YUM,"Yum! Brands, Inc.",38073238000,3.62069,2.989477504,3,9,6,6,1,13,1.8362521,FALSE
2203,AA,Alcoa Corporation,6149895200,3,2.96988389,3,8,7,6,9,10,1.1678832,FALSE
2204,SPGI,S&P Global Inc.,1.30229E+11,4.45455,3.003628447,4.2,9,5,8,2,13,0.86737144,FALSE
2205,LUMN,"Lumen Technologies, Inc.",1228193280,2.5,2.990566038,2.57143,4,11,10,10,2,,FALSE
2206,AKAM,"Akamai Technologies, Inc.",15457502200,3.79167,2.980043541,4,8,5,7,4,9,,FALSE
2207,UMC,United Microelectronics Corporation,19380858900,3.6,2.984034833,4,11,10,7,8,1,7.627339,FALSE
2208,KSS,Kohl's Corporation,2611854590,3.05882,2.979317852,3.75,9,13,8,7,1,8.492569,FALSE
2209,MMM,3M Company,54472880000,2.94444,2.996371553,3.1,11,13,8,1,3,5.1044397,FALSE
2210,SRPT,"Sarepta Therapeutics, Inc.",12370784300,4.28571,3.001814224,3.5,9,2,4,5,13,,FALSE
2211,ENTG,"Entegris, Inc.",18586988500,4.07143,3.002902758,3.5,8,9,3,4,13,0.3243857,FALSE
2212,PAYX,"Paychex, Inc.",42983223000,2.85714,2.983671988,3.5,9,8,8,1,10,2.981325,FALSE
2213,ENR,"Energizer Holdings, Inc.",2064459900,3,2.977866473,3.5,5,1,10,6,5,4.172462,FALSE
2214,FHI,"Federated Hermes, Inc.",2632134660,3.55556,3,,6,4,11,4,7,3.4156754,FALSE
2215,RBBN,Ribbon Communications Inc.,550959040,4.75,2.973875181,,9,3,4,8,4,,FALSE
2216,ARW,"Arrow Electronics, Inc.",6739236400,2.75,3.004354136,4,11,12,6,6,2,,FALSE
2217,KBR,"KBR, Inc.",8803110900,4.58333,3.000362845,,8,5,5,9,11,0.8465528,FALSE
2218,SANM,Sanmina Corporation,3397878530,3,2.978592163,3,9,7,5,6,2,,FALSE
2219,CAL,"Caleres, Inc.",1270885250,4,2.989840348,3.5,13,9,2,6,6,0.77497923,FALSE
2220,ATRO,Astronics Corporation,586923780,3.5,2.98149492,4,5,1,9,11,5,,FALSE
2221,QRTEA,"Qurate Retail, Inc.",356181824,3,3.000725689,4.33333,10,2,3,9,1,,FALSE
2222,ITT,ITT Inc.,10634604500,4.72727,2.982583454,,9,7,4,4,12,0.91970915,FALSE
2223,PFC,Premier Financial Corp.,713924350,3.8,2.981857765,4,8,11,8,9,2,6.218656,FALSE
2224,BBW,"Build-A-Bear Workshop, Inc.",405526784,5,2.978229318,4,13,6,2,3,5,0.67430884,FALSE
2225,BFAM,Bright Horizons Family Solutions Inc.,6016485400,3.18182,2.992743106,3,7,5,3,8,13,,FALSE
2226,SLGN,Silgan Holdings Inc.,4774984200,4.08333,2.993105951,,4,8,9,6,10,1.6323793,FALSE
2227,HLIT,Harmonic Inc.,1241591170,4.66667,2.999274311,,4,3,9,6,9,,FALSE
2228,WAT,Waters Corporation,18737139700,2.9,2.972060958,3,9,7,5,1,13,,FALSE
2229,TECK,Teck Resources Limited,25196838900,4.31579,3.003991292,4.5,9,13,4,8,11,0.76884943,FALSE
2230,CADE,Cadence Bank,5157093900,3.76923,2.976777939,3,9,9,3,7,11,3.382926,FALSE
2231,HAFC,Hanmi Financial Corporation,472254624,3,3.001088534,4,7,11,11,9,2,6.3694267,FALSE
2232,ALNY,"Alnylam Pharmaceuticals, Inc.",18962757600,4.06667,2.98838897,3,5,5,9,4,13,,FALSE
2233,BRC,Brady Corporation,2853013760,5,2.985849057,3,7,7,7,4,8,1.5839404,FALSE
2234,RPM,RPM International Inc.,13833007100,3.5625,2.995645864,3,7,5,6,3,11,1.6755097,FALSE
2235,WBD,"Warner Bros. Discovery, Inc.",18669987800,3.93103,2.990928882,3.78261,9,9,12,2,4,,FALSE
2236,AJG,Arthur J. Gallagher & Co.,52181623000,3.73684,2.983309144,,8,5,7,4,13,0.94221103,FALSE
2237,WSO,"Watsco, Inc.",16537136100,3,2.976415094,4,10,8,4,4,11,2.2298152,FALSE
2238,AMED,"Amedisys, Inc.",3002678530,3.3,2.970972424,,7,7,6,3,11,,FALSE
2239,INGR,Ingredion Incorporated,7498632700,4,2.984397678,4,8,5,4,5,5,2.6684165,FALSE
2240,CNK,"Cinemark Holdings, Inc.",2132512260,3.9,2.990203193,2,7,13,3,5,7,,FALSE
2241,RCI,Rogers Communications Inc.,20305741800,4.41176,2.991291727,4.5,5,8,10,1,8,3.9487178,FALSE
2242,NVZMY,Novozymes A/S,25575651300,5,2.974238026,3,,3,7,3,13,1.6106061,FALSE
2243,PFS,"Provident Financial Services, Inc.",1136978180,3.8,3.003265602,4,7,11,11,9,2,7.9893475,FALSE
2244,BNPQY,BNP Paribas SA,81753121000,4.5,2.970609579,4,11,2,4,13,3,5.824043,FALSE
2245,HTLF,"Heartland Financial USA, Inc.",1800626940,3.75,2.993468795,3,13,10,2,9,10,2.851711,FALSE
2246,MPX,Marine Products Corporation,384633920,3,3.002177068,4,,2,8,4,3,5.0495944,FALSE
2247,SATS,EchoStar Corporation,4376878600,3.75,2.996008708,4,8,5,4,8,3,,FALSE
2248,DSGR,"Distribution Solutions Group, Inc.",1513241980,4,2.979680697,3.5,8,1,6,10,7,,FALSE
2249,TNC,Tennant Company,2181889020,4.66667,2.980769231,3,10,8,3,4,10,0.9494774,FALSE
2250,PKOH,Park-Ohio Holdings Corp.,319160704,3,2.977140784,,13,7,3,9,3,1.9305019,FALSE
2251,BGS,"B&G Foods, Inc.",875890560,2.28571,2.992380261,3,6,12,6,7,2,6.8592057,FALSE
2252,PESI,"Perma-Fix Environmental Services, Inc.",150381248,,2.981132075,5,13,1,3,9,10,,FALSE
2253,UNTY,"Unity Bancorp, Inc.",273899872,4.33333,2.999637155,3,7,8,7,8,7,1.7968464,FALSE
2254,NWE,"NorthWestern Energy Group, Inc.",3116413440,3.375,2.986211901,3,5,11,8,9,5,5.0540805,FALSE
2255,DIN,"Dine Brands Global, Inc.",667415100,4.11111,2.974600871,3,4,9,10,5,3,4.7233157,FALSE
2256,ITCLY,Banco Itaú Chile,2274900220,4,2.970246734,,,4,10,12,2,,FALSE
2257,CLH,"Clean Harbors, Inc.",10915449900,4.30769,2.995283019,3,13,8,3,7,10,,FALSE
2258,BCLI,Brainstorm Cell Therapeutics Inc.,29694536,3,2.987300435,,2,12,5,13,,,FALSE
2259,CPLP,Capital Product Partners L.P. Common Units,922106880,4.33333,2.996734398,3.5,6,9,6,12,3,3.5714285,FALSE
2260,BNEFF,Bonterra Energy Corp.,153519312,4.25,3.001451379,4,13,10,10,7,1,,FALSE
2261,SDRL,Seadrill Limited,3391737860,4.33333,2.988751814,4,10,2,5,8,9,,FALSE
2262,DHLGY,Deutsche Post AG,49155629000,5,2.972423803,3.5,13,10,10,1,2,4.7228346,FALSE
2263,FSFG,"First Savings Financial Group, Inc.",109928336,4,2.997097242,,7,6,10,11,3,3.5392735,FALSE
2264,ITMPF,ITM Power Plc,381600576,2,2.975689405,,2,13,12,11,6,,FALSE
2265,NAPRF,Naspers Limited,34198935600,4,2.986574746,5,5,8,5,10,13,0.252433,FALSE
2266,SMFKY,Smurfit Kappa Group Plc,11303402500,5,2.98222061,4,10,7,4,3,4,3.7266068,FALSE
2267,SWKH,SWK Holdings Corporation,217949584,4.5,2.998548621,3,6,6,8,6,10,,FALSE
2268,BCC,Boise Cascade Company,5222777300,3.42857,2.998185776,3,9,13,3,4,5,0.5681388,FALSE
2269,HY,"Hyster-Yale Materials Handling, Inc.",1010328640,4.5,2.973512337,,12,1,7,7,2,2.250303,FALSE
2270,VRNS,"Varonis Systems, Inc.",4739465700,3.82609,2.99383164,4,10,8,3,7,11,,FALSE
2271,ALDX,"Aldeyra Therapeutics, Inc.",249540848,4.75,2.97605225,5,3,13,6,9,4,,FALSE
2272,WLKP,Westlake Chemical Partners LP Common Units,773609790,4,2.988026125,3,13,10,9,2,1,8.586521,FALSE
2273,OR,Osisko Gold Royalties Ltd,2886637570,4.21429,2.984760522,3,4,8,7,12,12,1.1588122,FALSE
2274,JYNT,The Joint Corp.,188988144,4,2.98766328,4,9,2,4,4,11,,FALSE
2275,VEOEY,Veolia Environnement SA,22337237000,5,2.969521045,4,12,5,7,2,2,7.1878614,FALSE
2276,EQBK,"Equity Bancshares, Inc.",513328000,3.6,2.997822932,,7,4,3,12,13,1.3735443,FALSE
2277,WTTR,"Select Water Solutions, Inc.",1086531710,4.16667,2.997460087,,13,4,4,8,8,2.4122808,FALSE
2278,ATUS,"Altice USA, Inc.",933722240,3.15,2.982946299,2,8,12,11,3,2,,FALSE
2279,AADI,"Aadi Bioscience, Inc.",47635156,4.4,2.994194485,,2,1,11,11,3,,FALSE
2280,COSM,Cosmos Health Inc.,11285178,4,2.985123367,,,1,12,7,1,,FALSE
2281,HOTH,"Hoth Therapeutics, Inc.",5817676,4.5,2.97532656,,1,3,9,11,3,,FALSE
2282,VRRM,Verra Mobility Corporation,3946426620,4.28571,2.9691582,,7,7,6,4,11,,FALSE
2283,GHSI,"Guardion Health Sciences, Inc.",10273248,3,2.968795356,,6,12,3,11,4,,FALSE
2284,AVTR,"Avantor, Inc.",16587683800,4.09091,2.991654572,,12,7,4,2,12,,FALSE
2285,MNPR,Monopar Therapeutics Inc.,11345701,4.66667,2.971335269,,4,11,4,11,4,,FALSE
2286,BNTX,BioNTech SE,21677094900,3.57895,2.994557329,3.5,11,9,8,1,1,,FALSE
2287,BRP,"The Baldwin Insurance Group, Inc.",3227232510,4,2.998911466,,8,2,3,5,11,,FALSE
2288,CHK,Chesapeake Energy Corporation,11359281200,4.05882,2.992017417,3.8,12,11,7,4,8,2.624596,FALSE
2289,MYTE,MYT Netherlands Parent B.V.,351062432,3.4,3.002539913,4,11,10,2,11,3,,FALSE
2290,VOR,Vor Biopharma Inc.,120741912,4.66667,2.985486212,,1,13,10,8,3,,FALSE
2291,SNCY,"Sun Country Airlines Holdings, Inc.",710900610,4.14286,2.972786647,4,5,2,11,10,2,,FALSE
2292,PYCR,"Paycor HCM, Inc.",3072798720,3.82353,2.980406386,4,4,3,11,7,10,,FALSE
2293,MQ,"Marqeta, Inc.",2849446910,4.16667,3.004716981,4,5,12,7,12,12,,FALSE
2294,S,"SentinelOne, Inc.",6646566900,4.02941,2.978955007,3.88889,9,11,5,9,8,,FALSE
2295,ATAT,Atour Lifestyle Holdings Limited,2457451010,4.91667,2.973149492,3,5,1,8,2,11,0.8398656,FALSE
2296,CWAN,"Clearwater Analytics Holdings, Inc.",3970432260,3.90909,2.989114659,3,5,4,9,4,11,,FALSE
2297,TDCX,TDCX Inc.,1055593600,3.75,2.974963716,,7,10,5,4,3,,FALSE
2298,NVX,NOVONIX Limited,266302368,,2.994920174,,,12,3,11,5,,FALSE
2299,AIXI,Xiao-I Corporation,87897944,,2.971698113,,7,1,13,12,5,,FALSE
2300,AVA,Avista Corporation,2864735490,3,2.956095791,,7,8,6,8,4,5.0627728,FALSE
2301,AES,The AES Corporation,12915386400,4.14286,2.935050798,3.5,5,7,7,10,9,3.724821,FALSE
2302,SWX,"Southwest Gas Holdings, Inc.",5344599000,3.8,2.943759071,2,12,11,1,7,11,3.3239512,FALSE
2303,CRGY,Crescent Energy Company,1816134910,4.5,2.93904209,5,7,12,11,12,3,4.6875,FALSE
2304,INFY,Infosys Limited,70161129000,3.6,2.940130624,3.5,10,5,8,2,9,2.5589087,FALSE
2305,CYD,China Yuchai International Limited,334629408,5,2.964804064,3,12,10,10,9,1,3.4188035,FALSE
2306,GILD,"Gilead Sciences, Inc.",81688961000,3.71875,2.964441219,3.5,13,7,9,1,7,4.6099834,FALSE
2307,FLEX,Flex Ltd.,11093439500,4.33333,2.932510885,4,12,8,6,5,3,,FALSE
2308,RDY,Dr. Reddy's Laboratories Limited,12546404400,3,2.967343977,,8,5,5,2,13,0.6523493,FALSE
2309,TTWO,"Take-Two Interactive Software, Inc.",24349503500,4.37037,2.958272859,3,10,1,7,6,10,,FALSE
2310,NTGR,"NETGEAR, Inc.",434249280,4,2.942307692,,12,7,6,9,1,,FALSE
2311,FAST,Fastenal Company,39036285000,2.9375,2.93287373,3,10,8,6,1,11,2.1707246,FALSE
2312,BBD,Banco Bradesco S.A.,27018182700,3.375,2.965892598,3,9,3,12,10,3,3.0636764,FALSE
2313,ABEV,Ambev S.A.,36859478000,3.91667,2.946661829,4,9,11,10,2,3,6.451667,FALSE
2314,CP,Canadian Pacific Kansas City Limited,72555766000,3.9697,2.966981132,4,9,6,9,2,12,0.73213214,FALSE
2315,NOV,NOV Inc.,7269950500,3.96296,2.933236575,3,10,2,10,10,11,1.0881393,FALSE
2316,SKM,"SK Telecom Co., Ltd.",7897438200,4.5,2.95682148,4,12,9,6,3,2,5.4803376,FALSE
2317,FDS,FactSet Research Systems Inc.,15992260600,2.90476,2.964078374,3.33333,5,6,11,3,13,0.9342899,FALSE
2318,GPI,"Group 1 Automotive, Inc.",3881183490,4.125,2.947750363,3.5,13,6,4,7,5,0.6196588,FALSE
2319,LBTYA,Liberty Global Ltd.,6219289100,3.94118,2.953918723,5,8,7,8,7,4,,FALSE
2320,STN,Stantec Inc.,9197503500,3.81818,2.94521045,3,8,4,5,6,13,0.73899525,FALSE
2321,PVH,PVH Corp.,6328473100,4.05556,2.948838897,3.33333,12,9,3,5,8,0.13673656,FALSE
2322,LAZ,"Lazard, Inc.",3447616770,4,2.961901306,4,8,9,5,9,5,5.2328625,FALSE
2323,UFPI,"UFP Industries, Inc.",6952879600,3.85714,2.968069666,3,8,10,6,3,7,1.0442477,FALSE
2324,ASB,Associated Banc-Corp,3196284930,3.3,2.940856313,4,11,9,4,8,9,3.9888682,FALSE
2325,ALE,"ALLETE, Inc.",3479525890,3.28571,2.957910015,4,10,1,5,7,5,4.5367913,FALSE
2326,NXST,"Nexstar Media Group, Inc.",5324852200,4.27273,2.944121916,4,7,5,7,3,6,3.5508816,FALSE
2327,CPRX,"Catalyst Pharmaceuticals, Inc.",1793768580,4.71429,2.937953556,3,10,1,5,4,11,,FALSE
2328,SQM,Sociedad Química y Minera de Chile S.A.,13090781200,4.11765,2.961175617,4,9,12,10,6,1,10.961003,FALSE
2329,CULP,"Culp, Inc.",56488660,,2.961538462,,5,4,9,11,2,,FALSE
2330,MARUY,Marubeni Corporation,31464548400,5,2.952830189,4,12,7,6,3,6,1.5485402,FALSE
2331,ICFI,"ICF International, Inc.",2693704190,4,2.948476052,,6,8,6,8,13,0.38907802,FALSE
2332,SUP,"Superior Industries International, Inc.",107958512,3.5,2.966618287,,11,9,5,10,2,,FALSE
2333,RUSHA,"Rush Enterprises, Inc.",3320342530,5,2.95137881,4,6,6,8,9,5,1.5183369,FALSE
2334,ADDYY,adidas AG,43261465000,3.33333,2.960087083,3.25,13,2,2,4,13,0.3191154,FALSE
2335,CBDBY,Companhia Brasileira De Distribuicao,276588736,2.66667,2.962264151,,3,11,13,3,2,,FALSE
2336,FNB,F.N.B. Corporation,4883788300,4.33333,2.933599419,4,12,9,5,8,8,3.532009,FALSE
2337,PPG,"PPG Industries, Inc.",30820542500,3.92593,2.936865022,3,8,5,9,3,10,1.9625812,FALSE
2338,CFR,"Cullen/Frost Bankers, Inc.",6765332000,3.13333,2.960449927,3,7,10,8,6,9,3.4476209,FALSE
2339,IT,"Gartner, Inc.",32878336000,3.66667,2.957184325,4,8,9,4,2,12,,FALSE
2340,TEO,Telecom Argentina S.A.,4136437250,1.66667,2.947024673,,13,10,2,7,8,2.6192343,FALSE
2341,LRLCY,L'Oréal S.A.,2.51597E+11,4.66667,2.945936139,3,13,2,6,1,13,1.518966,FALSE
2342,CRI,"Carter's, Inc.",2496866300,2.5,2.954644412,3.5,6,10,8,4,4,4.4584126,FALSE
2343,TEL,TE Connectivity Ltd.,42703565000,3.94737,2.959724238,3,10,10,7,2,8,1.6923629,FALSE
2344,CLMB,"Climb Global Solutions, Inc.",294538464,4,2.954281567,,10,7,2,5,8,1.029679,FALSE
2345,WBS,Webster Financial Corporation,7653952500,4.3125,2.952104499,4,9,8,8,6,5,3.6052275,FALSE
2346,SCS,Steelcase Inc.,1380189310,3,2.938316401,4,8,7,5,7,4,3.3250208,FALSE
2347,GPK,Graphic Packaging Holding Company,8001933300,4,2.966255443,4,8,7,6,5,8,1.5360984,FALSE
2348,NWPX,Northwest Pipe Company,313826592,5,2.965529753,4,6,11,7,10,6,,FALSE
2349,PSEC,Prospect Capital Corporation,2179916800,2,2.955732946,3.33333,11,12,12,3,1,13.714286,FALSE
2350,TCBK,TriCo Bancshares,1187338500,4.4,2.953555878,,6,8,9,9,7,3.4463434,FALSE
2351,BHB,Bar Harbor Bankshares,390492032,3.5,2.949201742,,6,8,9,10,5,4.3630695,FALSE
2352,BRDCY,Bridgestone Corporation,30612535300,3,2.960812772,3,10,7,5,4,5,3.0461304,FALSE
2353,RUSMF,Russel Metals Inc.,1671993090,3.5,2.936502177,,8,10,9,5,2,4.242022,FALSE
2354,BYDDY,BYD Company Limited,86138724000,5,2.935413643,3.33333,10,13,6,1,10,0.5853902,FALSE
2355,TRNS,"Transcat, Inc.",981564670,4.6,2.941219158,3,7,4,5,8,12,,FALSE
2356,AGCO,AGCO Corporation,8367661100,3.93333,2.953193033,5,7,11,10,4,3,1.0344212,FALSE
2357,JKS,"JinkoSolar Holding Co., Ltd.",1335241730,3.625,2.949927431,4,13,3,11,5,1,5.971338,FALSE
2358,NSANY,"Nissan Motor Co., Ltd.",13612060700,5,2.95065312,3,11,2,8,2,2,2.69703,FALSE
2359,WFG,West Fraser Timber Co. Ltd.,6300176400,4.25,2.935776488,,6,8,9,8,8,1.5580369,FALSE
2360,INUV,"Inuvo, Inc.",46048716,4.66667,2.944484761,,7,12,3,11,2,,FALSE
2361,ALRS,Alerus Financial Corporation,391382592,3,2.943033382,,5,9,8,12,10,3.8403234,FALSE
2362,CYRBY,Cyrela Brazil Realty S.A. Empreendimentos e Participações,1466198140,4,2.959361393,,,5,7,10,3,4.385667,FALSE
2363,FURY,Fury Gold Mines Limited,59605928,4,2.941944848,,,11,7,11,5,,FALSE
2364,QLYS,"Qualys, Inc.",6107844600,3.04348,2.968432511,3,8,7,5,1,12,,FALSE
2365,TCPC,BlackRock TCP Capital Corp,891861700,3.33333,2.951015965,3,10,9,11,3,2,13.051824,FALSE
2366,ACST,Acasti Pharma Inc.,26789240,5,2.958998549,,,9,5,6,3,,FALSE
2367,VOYA,"Voya Financial, Inc.",7149630000,4.30769,2.936139332,,13,2,10,3,8,1.9844083,FALSE
2368,CSTM,Constellium SE,2898224380,4.66667,2.963352685,,8,9,5,7,7,,FALSE
2369,STBFY,Suntory Beverage & Food Limited,10224689200,5,2.948113208,,,5,8,6,7,1.6531725,FALSE
2370,CTLT,"Catalent, Inc.",10134556700,3.27273,2.952467344,4,11,6,4,4,12,,FALSE
2371,MC,Moelis & Company,3863516160,2.25,2.943396226,,8,2,7,11,8,4.7619047,FALSE
2372,CSLLY,CSL Limited,86812115000,5,2.949564586,3,,5,7,2,13,1.3910702,FALSE
2373,AVGR,"Avinger, Inc.",5838235,4,2.939404935,,1,11,8,12,7,,FALSE
2374,ONCY,Oncolytics Biotech Inc.,84630168,4.375,2.96371553,,2,12,10,10,5,,FALSE
2375,LMFA,"LM Funding America, Inc.",5949957,3,2.942670537,,2,13,11,12,3,,FALSE
2376,LSXMA,The Liberty SiriusXM Group,8051615700,4.6,2.955370102,,4,9,10,4,5,,FALSE
2377,HONE,"HarborOne Bancorp, Inc.",451096064,3.5,2.941582003,,5,9,9,12,11,2.9186604,FALSE
2378,AIRG,"Airgain, Inc.",55977568,4.66667,2.933962264,,13,1,4,11,3,,FALSE
2379,POWW,"AMMO, Inc.",300212288,4,2.967706821,2,5,12,4,6,9,,FALSE
2380,GAME,"GameSquare Holdings, Inc.",42745920,4,2.939767779,,1,13,12,13,7,,FALSE
2381,WHD,"Cactus, Inc.",3931331330,3.6,2.934325109,3,8,8,6,5,13,0.9487283,FALSE
2382,NLLSF,Nel ASA,790851780,2,2.965166909,,1,2,12,12,5,,FALSE
2383,NIU,Niu Technologies,176924480,3.66667,2.955007257,4,11,1,8,11,1,,FALSE
2384,AAVVF,Advantage Energy Ltd.,1249862530,4.16667,2.934687954,3,13,10,4,9,10,,FALSE
2385,DTIL,"Precision BioSciences, Inc.",72482184,4.5,2.95754717,,1,9,10,11,5,,FALSE
2386,BFLY,"Butterfly Network, Inc.",163801632,5,2.937227866,2,1,10,11,8,2,,FALSE
2387,LTMAY,LATAM Airlines Group S.A.,8174542300,3,2.956458636,,,2,8,2,3,,FALSE
2388,IMTX,Immatics N.V.,1113268610,5,2.937590711,3.66667,9,1,5,7,12,,FALSE
2389,ALVO,Alvotech,4048128260,3.83333,2.945573295,4,5,7,3,12,12,,FALSE
2390,TNGX,"Tango Therapeutics, Inc.",777033660,4.625,2.947387518,,6,10,3,10,8,,FALSE
2391,TLS,Telos Corporation,255112400,4,2.946298984,4,9,11,2,11,7,,FALSE
2392,ZIM,ZIM Integrated Shipping Services Ltd.,1607485950,2.66667,2.938679245,3.3,8,12,7,11,1,,FALSE
2393,SKYT,"SkyWater Technology, Inc.",477641120,4.2,2.96298984,3,8,3,3,10,8,,FALSE
2394,ATAI,Atai Life Sciences N.V.,343195936,4.71429,2.962626996,,7,10,4,5,8,,FALSE
2395,MLNK,"MeridianLink, Inc.",1294142210,3.22222,2.951741655,,5,2,9,4,9,,FALSE
2396,UNCY,"Unicycive Therapeutics, Inc.",42683304,4.4,2.944847605,,12,1,3,5,11,,FALSE
2397,OB,Outbrain Inc.,207050880,3.4,2.950290276,,11,10,5,9,1,,FALSE
2398,DOLE,Dole plc,1156237440,4.33333,2.958635704,4,8,3,6,9,3,2.6272578,FALSE
2399,ZIMV,ZimVie Inc.,421924608,2.5,2.940493469,3,13,9,3,4,10,,FALSE
2400,LVS,Las Vegas Sands Corp.,33183635500,4.55,2.929970972,4,5,2,10,2,12,1.3471037,FALSE
2401,HDB,HDFC Bank Limited,1.39556E+11,4.75,2.92670537,3,10,5,11,5,13,1.1770473,FALSE
2402,BIIB,Biogen Inc.,31467857900,4.22857,2.919448476,4,6,7,9,2,12,,FALSE
2403,EA,Electronic Arts Inc.,34268981200,3.96552,2.91436865,3.83333,8,8,7,2,13,0.5929162,FALSE
2404,TU,TELUS Corporation,24011513900,3.88235,2.918722787,3.5,8,8,8,4,5,6.740604,FALSE
2405,LUV,Southwest Airlines Co.,15362377700,2.95,2.905297533,3,9,6,10,6,4,2.8048306,FALSE
2406,NAK,Northern Dynasty Minerals Ltd.,160868544,4,2.915820029,,6,13,6,11,5,,FALSE
2407,MGA,Magna International Inc.,13721371600,3.45,2.913642961,4,10,4,9,4,2,3.8937867,FALSE
2408,NSC,Norfolk Southern Corporation,52091257000,3.85185,2.903846154,3.5,9,8,8,5,11,2.3419204,FALSE
2409,TRN,"Trinity Industries, Inc.",2418920700,4,2.911103048,,13,5,4,11,6,3.6548223,FALSE
2410,PLAB,"Photronics, Inc.",1704848380,5,2.899854862,4,12,8,4,4,2,,FALSE
2411,TER,"Teradyne, Inc.",17399220200,3.94737,2.927068215,3,12,7,4,3,13,0.39563918,FALSE
2412,ABG,"Asbury Automotive Group, Inc.",4249080060,3.55556,2.920899855,,8,9,6,8,4,,FALSE
2413,DLTR,"Dollar Tree, Inc.",25844066300,3.96552,2.903483309,4,8,5,10,7,7,,FALSE
2414,ADSK,"Autodesk, Inc.",45074096000,3.96154,2.897314949,3.66667,8,7,8,1,12,,FALSE
2415,BTU,Peabody Energy Corporation,2729149440,4.2,2.909651669,4.33333,11,11,11,5,2,1.3992537,FALSE
2416,ANDE,"The Andersons, Inc.",1857746050,5,2.922351234,4,12,10,4,8,2,1.3646288,FALSE
2417,AIR,AAR Corp.,2404301820,4.83333,2.91509434,4,9,4,5,9,9,,FALSE
2418,BZH,"Beazer Homes USA, Inc.",855029120,4.33333,2.911465893,4.33333,7,8,6,9,2,,FALSE
2419,INSG,Inseego Corp.,47753352,3,2.924165457,,5,13,5,11,4,,FALSE
2420,SWK,"Stanley Black & Decker, Inc.",14134572000,3.11765,2.925616836,3.5,9,4,8,6,4,3.51469,FALSE
2421,CVCO,"Cavco Industries, Inc.",3046515460,4,2.914005806,3.5,10,8,3,5,9,,FALSE
2422,DCTH,"Delcath Systems, Inc.",150035680,4.5,2.907111756,,10,1,3,12,9,,FALSE
2423,GLNG,Golar LNG Limited,2569208580,4.44444,2.930333817,5,7,10,6,12,11,4.070004,FALSE
2424,IDXX,"IDEXX Laboratories, Inc.",38889153000,3.5,2.9212627,3,7,3,7,1,13,,FALSE
2425,TBBK,"The Bancorp, Inc.",1633952510,4,2.919085631,3,5,2,13,7,6,,FALSE
2426,AVY,Avery Dennison Corporation,17546936300,4,2.919811321,3,9,7,5,4,12,1.4873984,FALSE
2427,B,Barnes Group Inc.,1764432130,4,2.928882438,,5,9,7,9,11,1.8390805,FALSE
2428,SNA,Snap-on Incorporated,14114864100,3.08333,2.929608128,3.66667,7,7,9,2,7,2.599537,FALSE
2429,CXW,"CoreCivic, Inc.",1656635900,5,2.916182874,,12,7,3,8,7,,FALSE
2430,PLUS,ePlus inc.,2022821250,3.66667,2.917271408,,11,6,3,4,4,,FALSE
2431,UTL,Unitil Corporation,852652220,3.66667,2.916908563,4,6,11,3,9,9,3.1090047,FALSE
2432,WULF,TeraWulf Inc.,640738820,4.83333,2.899492017,3,7,7,3,13,8,,FALSE
2433,MDGL,"Madrigal Pharmaceuticals, Inc.",4482323500,4.26667,2.906386067,3.4,11,1,6,9,5,,FALSE
2434,NEWT,"NewtekOne, Inc.",275606752,3.33333,2.917997097,4,5,1,13,13,2,6.7906976,FALSE
2435,BRKR,Bruker Corporation,11485800400,4.09091,2.924528302,3.5,9,6,4,2,13,0.25306845,FALSE
2436,BHE,"Benchmark Electronics, Inc.",1091729540,4,2.902394775,3,13,7,4,6,3,2.178937,FALSE
2437,IVZ,Invesco Ltd.,6450132000,3.26667,2.907474601,3,9,9,11,5,4,5.5788007,FALSE
2438,SSEZY,SSE plc,22746011600,5,2.928519594,4,5,13,7,3,7,5.0938625,FALSE
2439,CF,"CF Industries Holdings, Inc.",14637026300,3.36364,2.932148041,3.5,8,9,9,1,8,2.1803257,FALSE
